latitude,longitude,depth,datetime,value,parametername,dataprovider,datasettitle,stationname,valuesign
51.04915237,4.06053877,1.70000005,2010-03-17T09:50:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,2.29999995,2010-04-08T09:45:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,1.25,2010-04-08T09:45:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,3.98000002,2010-04-08T09:45:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,0.62,2010-04-08T09:45:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,3.3499999,2010-04-08T09:45:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,2.8499999,2010-01-13T10:00:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,1.04999995,2010-01-13T10:00:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,3.3900001,2010-01-13T10:00:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,0.50999999,2010-01-13T10:00:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,1.95000005,2010-01-13T10:00:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,5.2249999,2010-02-17T09:37:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,1.875,2010-02-17T09:37:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,6.23000002,2010-02-17T09:37:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,3.54999995,2010-02-17T09:37:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,0.87,2010-02-17T09:37:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,6.44999981,2009-12-09T09:45:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,0.76999998,2009-12-09T09:45:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,3.6099999,2009-12-09T09:45:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,1.83500004,2009-12-09T09:45:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,5.38500023,2009-12-09T09:45:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,1.85000002,2010-11-18T10:05:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,3.32999992,2010-11-18T10:05:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,0.37,2010-11-18T10:05:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,0.92500001,2010-11-18T10:05:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,2.7750001,2010-11-18T10:05:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,0.80589998,2010-08-11T09:39:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,0.69366658,2010-08-11T09:39:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,0.84906667,2010-08-11T09:39:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,0.55553329,2010-08-11T09:39:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,0.70230001,2010-08-11T09:39:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,4.6500001,2010-09-08T09:55:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,0.64999998,2010-09-08T09:55:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,3.9000001,2010-09-08T09:55:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,1.39999998,2010-09-08T09:55:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,2.6500001,2010-09-08T09:55:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,3.20000005,2010-05-19T09:42:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,0.72000003,2010-05-19T09:42:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,1.64999998,2010-05-19T09:42:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,4.75,2010-05-19T09:42:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,4.5,2010-10-13T09:44:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,7.98000002,2010-10-13T09:44:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,1.01999998,2010-10-13T09:44:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,6.67500019,2010-10-13T09:44:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,2.32500005,2010-10-13T09:44:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,4,2010-07-14T09:54:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,7.0999999,2010-07-14T09:54:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,0.80000001,2010-07-14T09:54:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,5.9000001,2010-07-14T09:54:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.04915237,4.06053877,2,2010-07-14T09:54:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",=
51.05918121,4.18858862,,2002-12-17T14:51:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2002-11-05T14:32:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2002-07-16T15:07:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2002-06-18T15:50:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2002-01-15T14:34:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2002-05-21T15:41:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2002-09-17T14:35:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2002-02-19T15:09:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2002-10-15T15:27:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2002-04-02T14:42:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2002-03-19T14:54:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2002-08-20T15:47:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.04915237,4.06053877,,2004-10-13T10:17:00,-,"Saliniteit in PSU in oppervlaktewater","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",<
51.04915237,4.06053877,,2004-11-17T10:06:00,-,"Saliniteit in PSU in oppervlaktewater","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",<
51.04915237,4.06053877,,2004-06-16T09:20:00,-,"Saliniteit in PSU in oppervlaktewater","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",<
51.04915237,4.06053877,,2004-07-14T10:10:00,-,"Saliniteit in PSU in oppervlaktewater","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",<
51.04915237,4.06053877,,2004-07-14T10:10:00,-,"Saliniteit in PSU in oppervlaktewater","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",<
51.04915237,4.06053877,,2004-05-12T09:55:00,-,"Saliniteit in PSU in oppervlaktewater","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",<
51.04915237,4.06053877,,2004-03-24T09:56:00,-,"Saliniteit in PSU in oppervlaktewater","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",<
51.04915237,4.06053877,,2004-04-21T10:29:00,-,"Saliniteit in PSU in oppervlaktewater","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",<
51.04915237,4.06053877,,2004-02-25T09:56:00,-,"Saliniteit in PSU in oppervlaktewater","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary","Sint Onolfs",<
51.05918121,4.18858862,,2003-09-16T15:25:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2003-12-16T15:08:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2003-04-15T14:28:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2003-02-11T15:05:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2003-03-18T14:38:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2003-08-19T14:43:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2003-05-20T15:20:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2003-10-14T14:53:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2003-07-08T15:50:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.05918121,4.18858862,,2003-06-17T15:35:00,-,"Diepte in mtr, gemeten met CTD","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Mariekerke,=
51.02952194,4.04120731,,2002-03-20T10:37:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Appels,=
51.02952194,4.04120731,,2002-06-19T11:11:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Appels,=
51.02952194,4.04120731,,2002-05-22T11:03:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Appels,=
51.02952194,4.04120731,,2002-05-22T11:03:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Appels,=
51.02952194,4.04120731,,2002-04-03T11:26:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Appels,=
51.02952194,4.04120731,,2002-08-21T11:10:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Appels,=
51.02952194,4.04120731,,2002-09-18T10:35:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Appels,=
51.02952194,4.04120731,,2002-10-16T10:46:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Appels,=
51.02952194,4.04120731,,2002-10-16T10:45:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Appels,=
51.02952194,4.04120731,,2002-11-06T10:47:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Appels,=
51.02952194,4.04120731,,2002-11-06T10:50:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Appels,=
51.1214447,4.21964312,0.88999999,2010-03-15T13:20:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,5.9000001,2010-01-14T12:51:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,10.60000038,2010-01-14T12:51:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,3,2010-01-14T12:51:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,1.20000005,2010-01-14T12:51:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,8.80000019,2010-01-14T12:51:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,2.42000008,2010-04-06T13:06:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,4.71999979,2010-04-06T13:06:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,7.01999998,2010-04-06T13:06:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,8.39999962,2010-04-06T13:06:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,1.03999996,2010-04-06T13:06:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,5.69999981,2010-06-07T13:12:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,1.20000005,2010-06-07T13:12:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,2.9000001,2010-06-07T13:12:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,8.5,2010-06-07T13:12:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,5.01999998,2010-05-17T12:47:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,1.64999998,2010-02-15T13:12:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,4.75,2010-02-15T13:12:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,5.67999983,2010-02-15T13:12:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,0.72000003,2010-02-15T13:12:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,3.20000005,2010-02-15T13:12:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
51.1214447,4.21964312,6.01000023,2010-05-17T12:47:00,-,"Stroomsnelheid in m/s in de waterkolom","De Vlaamse Waterweg","OMES: Monitoring sedimentology in the flemish part of the Scheldt estuary",Temse,=
